Date,District,Latitude,Longitude,Precip,Temp_2m,MaxTemp_2m,MinTemp_2m,RH_2m,Humidity_2m
2024-12-18,Arghakhanchi,27.95,83.22,0.0,14.9,20.53,11.42,48.52,5.73
2024-12-19,Arghakhanchi,27.95,83.22,0.0,13.85,19.49,10.38,57.4,6.4
2024-12-20,Arghakhanchi,27.95,83.22,0.0,14.04,19.85,10.29,47.51,5.28
2024-12-21,Arghakhanchi,27.95,83.22,0.0,12.51,18.36,8.84,49.75,5.05
2024-12-22,Arghakhanchi,27.95,83.22,0.0,12.73,18.23,9.36,48.24,4.97
2024-12-23,Arghakhanchi,27.95,83.22,0.0,12.54,17.95,8.88,54.38,5.58
2024-12-24,Arghakhanchi,27.95,83.22,0.04,13.02,17.81,10.1,58.98,6.2
2024-12-25,Arghakhanchi,27.95,83.22,0.0,13.28,18.62,9.8,63.5,6.76
2024-12-26,Arghakhanchi,27.95,83.22,0.0,13.86,19.14,10.6,56.39,6.24
2024-12-27,Arghakhanchi,27.95,83.22,0.0,14.86,20.08,11.13,52.77,6.22
2024-12-28,Arghakhanchi,27.95,83.22,0.02,13.43,17.53,10.86,60.84,6.58
2024-12-29,Arghakhanchi,27.95,83.22,0.01,14.58,19.34,11.15,61.69,7.14
2024-12-30,Arghakhanchi,27.95,83.22,0.0,13.8,19.13,10.95,69.29,7.59
2024-12-31,Arghakhanchi,27.95,83.22,0.0,12.65,18.3,9.21,62.65,6.32
2022-01-01,Bajhang,29.72,81.25,0.0,1.38,9.03,-3.75,51.66,2.78
2022-01-02,Bajhang,29.72,81.25,0.0,2.14,9.73,-3.5,52.66,3.02
2022-01-03,Bajhang,29.72,81.25,0.0,2.45,9.85,-3.79,53.41,3.13
2022-01-04,Bajhang,29.72,81.25,0.06,4.24,11.87,-0.91,52.04,3.56
2022-01-05,Bajhang,29.72,81.25,4.6,2.4,4.94,-0.37,83.82,5.03
2022-01-06,Bajhang,29.72,81.25,3.97,2.54,8.91,-2.5,82.57,4.88
2022-01-07,Bajhang,29.72,81.25,0.07,2.7,7.61,-1.13,80.17,4.9
2022-01-08,Bajhang,29.72,81.25,4.13,0.29,3.69,-2.45,82.39,4.21
2022-01-09,Bajhang,29.72,81.25,3.11,1.09,5.73,-3.04,73.23,4.04
2022-01-10,Bajhang,29.72,81.25,5.0,1.51,5.92,-1.26,77.13,4.36
2022-01-11,Bajhang,29.72,81.25,0.17,1.21,7.39,-3.88,80.88,4.31
2022-01-12,Bajhang,29.72,81.25,0.01,0.28,4.81,-4.21,76.57,3.9
2022-01-13,Bajhang,29.72,81.25,0.0,-0.79,7.55,-6.57,59.42,2.64
2022-01-14,Bajhang,29.72,81.25,0.0,-0.46,7.64,-7.27,53.76,2.42
2022-01-15,Bajhang,29.72,81.25,0.0,-0.3,9.14,-7.38,50.38,2.3
2022-01-16,Bajhang,29.72,81.25,0.0,1.35,11.45,-6.91,46.71,2.47
2022-01-17,Bajhang,29.72,81.25,0.0,4.06,11.78,-1.3,54.93,3.63
2022-01-18,Bajhang,29.72,81.25,0.0,2.7,8.74,-1.49,77.33,4.62
2022-01-19,Bajhang,29.72,81.25,0.09,1.5,8.24,-4.06,67.19,3.72
2022-01-20,Bajhang,29.72,81.25,0.39,1.2,5.14,-1.79,83.76,4.64
2022-01-21,Bajhang,29.72,81.25,0.42,0.8,5.76,-2.29,87.36,4.63
2022-01-22,Bajhang,29.72,81.25,0.73,-0.65,3.26,-4.01,85.23,4.02
2022-01-23,Bajhang,29.72,81.25,3.31,-0.14,5.16,-4.1,83.96,4.22
2022-01-24,Bajhang,29.72,81.25,5.5,-0.17,3.38,-2.58,89.77,4.47
2022-01-25,Bajhang,29.72,81.25,0.79,-0.36,4.05,-3.33,87.36,4.26
2022-01-26,Bajhang,29.72,81.25,0.97,-1.26,3.24,-4.15,86.03,3.95
2022-01-27,Bajhang,29.72,81.25,0.0,-1.78,3.96,-6.07,81.69,3.55
2022-01-28,Bajhang,29.72,81.25,0.0,1.05,10.35,-6.38,54.99,2.85
2022-01-29,Bajhang,29.72,81.25,0.0,3.62,11.54,-0.93,50.49,3.28
2022-01-30,Bajhang,29.72,81.25,0.0,4.03,12.22,-2.22,50.99,3.39
2022-01-31,Bajhang,29.72,81.25,0.0,3.1,9.35,-1.96,64.19,3.93
2022-02-01,Bajhang,29.72,81.25,0.0,0.91,7.97,-3.57,71.88,3.7
2022-02-02,Bajhang,29.72,81.25,0.29,3.31,10.65,-1.64,58.35,3.65
2022-02-03,Bajhang,29.72,81.25,18.02,-0.12,3.27,-2.37,90.58,4.54
2022-02-04,Bajhang,29.72,81.25,23.5,-2.25,-0.95,-3.42,98.68,4.24
2022-02-05,Bajhang,29.72,81.25,0.09,-4.42,2.05,-12.49,73.39,2.74
2022-02-06,Bajhang,29.72,81.25,0.0,-0.23,8.47,-9.61,63.23,3.27
2022-02-07,Bajhang,29.72,81.25,0.28,3.3,9.38,-1.32,67.49,4.29
2022-02-08,Bajhang,29.72,81.25,1.19,1.34,8.2,-4.78,77.89,4.23
2022-02-09,Bajhang,29.72,81.25,4.63,-0.78,4.29,-5.33,81.55,3.81
2022-02-10,Bajhang,29.72,81.25,0.08,0.5,7.41,-4.99,75.78,3.85
2022-02-11,Bajhang,29.72,81.25,0.05,0.19,8.57,-7.7,59.7,2.78
2022-02-12,Bajhang,29.72,81.25,0.0,1.78,11.48,-7.13,52.98,2.97
2022-02-13,Bajhang,29.72,81.25,0.0,2.32,10.27,-3.93,63.97,3.81
2022-02-14,Bajhang,29.72,81.25,0.0,2.51,10.86,-4.84,67.47,4.01
2022-02-15,Bajhang,29.72,81.25,0.0,2.97,8.63,-1.48,77.04,4.74
2022-02-16,Bajhang,29.72,81.25,0.0,2.08,8.59,-4.63,76.15,4.37
2022-02-17,Bajhang,29.72,81.25,0.0,2.18,9.75,-4.49,71.96,4.07
2022-02-18,Bajhang,29.72,81.25,0.04,1.84,10.79,-6.64,61.41,3.35
2022-02-19,Bajhang,29.72,81.25,0.01,1.48,9.36,-6.03,65.76,3.49
2022-02-20,Bajhang,29.72,81.25,0.16,0.93,5.38,-2.54,75.1,4.03
2022-02-21,Bajhang,29.72,81.25,0.0,1.52,9.84,-7.33,62.2,3.26
2022-02-22,Bajhang,29.72,81.25,0.01,4.73,12.17,-0.7,61.87,4.38
2022-02-23,Bajhang,29.72,81.25,2.33,4.16,9.12,0.03,83.13,5.56
2022-02-24,Bajhang,29.72,81.25,0.05,3.24,9.87,-1.97,78.59,4.8
2022-02-25,Bajhang,29.72,81.25,0.07,2.11,6.8,-1.78,79.31,4.55
2022-02-26,Bajhang,29.72,81.25,4.58,0.42,6.24,-4.35,83.34,4.33
2022-02-27,Bajhang,29.72,81.25,0.91,2.44,8.48,-2.97,76.82,4.47
2022-02-28,Bajhang,29.72,81.25,0.0,3.02,12.97,-7.09,53.27,3.05
2022-03-01,Bajhang,29.72,81.25,0.02,5.56,11.86,0.09,53.14,3.89
2022-03-02,Bajhang,29.72,81.25,0.0,4.44,12.08,-1.93,64.22,4.3
2022-03-03,Bajhang,29.72,81.25,0.02,4.86,12.77,-3.43,58.49,3.95
2022-03-04,Bajhang,29.72,81.25,0.01,4.93,12.15,-2.8,62.45,4.3
2022-03-05,Bajhang,29.72,81.25,0.0,5.75,15.74,-4.84,53.39,3.84
2022-03-06,Bajhang,29.72,81.25,0.0,8.94,15.87,3.2,50.74,4.79
2022-03-07,Bajhang,29.72,81.25,0.0,8.47,14.2,4.19,60.57,5.42
2022-03-08,Bajhang,29.72,81.25,0.0,7.6,15.3,-1.24,57.58,4.68
2022-03-09,Bajhang,29.72,81.25,0.0,7.71,16.06,-1.05,52.32,4.3
2022-03-10,Bajhang,29.72,81.25,0.0,8.0,15.32,1.02,58.26,5.09
2022-03-11,Bajhang,29.72,81.25,0.0,8.72,15.87,2.83,62.94,5.61
2022-03-12,Bajhang,29.72,81.25,0.0,9.6,17.93,1.6,57.99,5.6
2022-03-13,Bajhang,29.72,81.25,0.0,10.85,18.63,4.08,61.42,6.45
2022-03-14,Bajhang,29.72,81.25,0.0,12.29,19.31,7.3,58.4,6.8
2022-03-15,Bajhang,29.72,81.25,0.1,12.65,19.13,7.75,62.52,7.53
2022-03-16,Bajhang,29.72,81.25,0.3,12.94,20.43,7.59,68.97,8.19
2022-03-17,Bajhang,29.72,81.25,0.01,13.54,20.44,8.27,60.45,7.69
2022-03-18,Bajhang,29.72,81.25,0.0,14.17,20.72,8.89,64.17,8.51
2022-03-19,Bajhang,29.72,81.25,0.0,13.51,20.61,7.13,63.43,7.85
2022-03-20,Bajhang,29.72,81.25,0.0,12.35,18.88,6.19,63.72,7.37
2022-03-21,Bajhang,29.72,81.25,0.0,11.9,18.47,5.24,58.4,6.33
2022-03-22,Bajhang,29.72,81.25,0.03,12.48,19.67,6.83,55.51,6.46
2022-03-23,Bajhang,29.72,81.25,0.13,11.52,17.85,5.69,64.17,7.03
2022-03-24,Bajhang,29.72,81.25,0.01,11.18,17.96,5.3,57.32,5.92
2022-03-25,Bajhang,29.72,81.25,0.0,10.48,16.57,4.86,60.5,6.19
2022-03-26,Bajhang,29.72,81.25,0.0,11.82,19.7,5.03,51.71,5.51
2022-03-27,Bajhang,29.72,81.25,0.0,13.07,20.04,7.25,46.19,5.6
2022-03-28,Bajhang,29.72,81.25,0.0,13.28,20.26,7.38,44.39,5.34
2022-03-29,Bajhang,29.72,81.25,0.0,13.87,21.23,7.53,40.93,5.19
2022-03-30,Bajhang,29.72,81.25,0.06,13.63,21.08,7.78,38.31,4.72
2022-03-31,Bajhang,29.72,81.25,0.0,13.64,21.02,7.33,35.44,4.35
2022-04-01,Bajhang,29.72,81.25,0.0,14.55,22.98,7.48,39.77,5.15
2022-04-02,Bajhang,29.72,81.25,0.03,14.41,21.65,8.39,45.32,5.89
2022-04-03,Bajhang,29.72,81.25,0.0,13.58,20.54,6.85,39.88,4.75
2022-04-04,Bajhang,29.72,81.25,0.0,13.99,21.53,7.16,33.84,4.21
2022-04-05,Bajhang,29.72,81.25,0.0,14.25,22.04,6.92,34.99,4.42
2022-04-06,Bajhang,29.72,81.25,0.0,14.34,21.87,7.02,35.07,4.43
2022-04-07,Bajhang,29.72,81.25,0.03,13.87,21.58,6.06,36.55,4.47
2022-04-08,Bajhang,29.72,81.25,0.03,14.3,21.41,7.62,40.18,5.21
2022-04-09,Bajhang,29.72,81.25,1.16,14.76,21.59,8.44,41.51,5.46
2022-04-10,Bajhang,29.72,81.25,1.5,14.43,21.94,7.17,41.94,5.36
2022-04-11,Bajhang,29.72,81.25,0.02,15.32,22.89,7.64,39.5,5.36
2022-04-12,Bajhang,29.72,81.25,0.0,15.57,22.34,10.33,39.05,5.42
2022-04-13,Bajhang,29.72,81.25,0.91,15.45,23.04,8.64,41.2,5.7
2022-04-14,Bajhang,29.72,81.25,4.89,13.43,20.22,7.34,49.29,5.97
2022-04-15,Bajhang,29.72,81.25,0.43,12.01,19.09,4.23,45.96,4.83
2022-04-16,Bajhang,29.72,81.25,0.56,12.49,18.96,7.05,43.07,5.02
2022-04-17,Bajhang,29.72,81.25,0.0,13.38,20.36,5.23,41.43,4.86
2022-04-18,Bajhang,29.72,81.25,0.0,15.47,23.06,7.72,33.85,4.63
2022-04-19,Bajhang,29.72,81.25,0.03,15.41,22.53,7.55,34.57,4.74
2022-04-20,Bajhang,29.72,81.25,0.01,15.71,23.14,8.04,38.28,5.32
2022-04-21,Bajhang,29.72,81.25,0.04,15.01,22.58,8.12,44.62,5.93
2022-04-22,Bajhang,29.72,81.25,1.29,14.2,19.5,9.97,49.46,6.45
2022-04-23,Bajhang,29.72,81.25,0.0,14.2,21.45,6.77,38.38,4.66
2022-04-24,Bajhang,29.72,81.25,0.0,14.28,21.31,7.67,31.4,3.98
2022-04-25,Bajhang,29.72,81.25,0.0,15.13,22.99,6.88,33.53,4.42
2022-04-26,Bajhang,29.72,81.25,0.17,15.35,22.16,8.29,38.31,5.22
2022-04-27,Bajhang,29.72,81.25,0.03,16.23,24.14,8.29,38.02,5.41
2022-04-28,Bajhang,29.72,81.25,0.06,16.48,23.38,9.65,36.3,5.31
2022-04-29,Bajhang,29.72,81.25,0.26,16.84,23.85,9.24,37.26,5.6
2022-04-30,Bajhang,29.72,81.25,5.01,16.11,22.75,10.13,43.8,6.35
2022-05-01,Bajhang,29.72,81.25,4.97,15.0,21.63,9.11,53.37,7.17
2022-05-02,Bajhang,29.72,81.25,4.96,14.25,19.72,10.07,62.66,8.29
2022-05-03,Bajhang,29.72,81.25,0.9,15.12,21.8,9.68,64.43,8.93
2022-05-04,Bajhang,29.72,81.25,2.25,15.42,21.24,11.09,62.86,8.77
2022-05-05,Bajhang,29.72,81.25,3.18,14.12,21.01,7.73,64.23,8.15
2022-05-06,Bajhang,29.72,81.25,0.82,13.66,18.14,9.73,70.33,8.92
2022-05-07,Bajhang,29.72,81.25,0.51,14.55,19.81,10.21,61.89,8.2
2022-05-08,Bajhang,29.72,81.25,2.46,14.25,19.46,9.72,61.78,8.18
2022-05-09,Bajhang,29.72,81.25,1.09,14.3,19.02,10.29,70.3,9.39
2022-05-10,Bajhang,29.72,81.25,4.81,14.98,20.21,10.9,77.82,10.74
2022-05-11,Bajhang,29.72,81.25,1.27,15.4,20.59,11.93,77.54,11.01
2022-05-12,Bajhang,29.72,81.25,10.91,15.31,19.67,11.82,83.78,11.99
2022-05-13,Bajhang,29.72,81.25,5.03,15.75,20.65,11.58,67.96,9.82
2022-05-14,Bajhang,29.72,81.25,0.02,17.37,24.31,10.67,45.3,7.09
2022-05-15,Bajhang,29.72,81.25,0.02,17.33,24.27,9.82,38.24,5.95
2022-05-16,Bajhang,29.72,81.25,0.22,17.42,25.04,10.06,41.38,6.44
2022-05-17,Bajhang,29.72,81.25,3.96,15.57,20.85,10.22,53.66,7.67
2022-05-18,Bajhang,29.72,81.25,0.21,15.31,20.33,10.08,56.09,7.89
2022-05-19,Bajhang,29.72,81.25,0.17,16.36,22.63,9.68,54.07,8.02
2022-05-20,Bajhang,29.72,81.25,4.53,15.59,22.87,9.83,58.91,8.2
2022-05-21,Bajhang,29.72,81.25,0.81,15.82,23.51,8.6,49.01,6.73
2022-05-22,Bajhang,29.72,81.25,3.07,13.73,18.42,9.71,60.82,7.78
2022-05-23,Bajhang,29.72,81.25,1.42,12.84,17.79,8.77,65.3,7.86
2022-05-24,Bajhang,29.72,81.25,3.73,12.57,18.39,7.42,66.15,7.74
2022-05-25,Bajhang,29.72,81.25,7.68,12.44,16.36,8.36,70.91,8.32
2022-05-26,Bajhang,29.72,81.25,0.08,14.07,19.29,8.23,63.0,8.18
2022-05-27,Bajhang,29.72,81.25,0.14,14.83,19.77,10.71,70.42,9.73
2022-05-28,Bajhang,29.72,81.25,0.3,15.06,19.29,11.79,76.94,10.84
2022-05-29,Bajhang,29.72,81.25,0.04,16.11,21.9,11.32,66.39,9.69
2022-05-30,Bajhang,29.72,81.25,0.05,16.3,22.78,9.55,57.98,8.49
2022-05-31,Bajhang,29.72,81.25,0.06,16.81,23.91,8.56,45.07,6.48
2022-06-01,Bajhang,29.72,81.25,0.61,17.27,23.97,10.08,46.6,7.43
2022-06-02,Bajhang,29.72,81.25,0.03,17.65,24.52,9.9,40.43,6.38
2022-06-03,Bajhang,29.72,81.25,0.0,17.95,24.74,10.0,34.94,5.62
2022-06-04,Bajhang,29.72,81.25,0.0,18.68,25.99,10.22,29.86,4.91
2022-06-05,Bajhang,29.72,81.25,0.0,18.56,26.14,9.91,32.74,5.5
2022-06-06,Bajhang,29.72,81.25,0.08,19.17,26.52,12.78,39.09,6.81
2022-06-07,Bajhang,29.72,81.25,0.06,18.81,26.07,11.38,39.04,6.68
2022-06-08,Bajhang,29.72,81.25,0.03,19.22,26.36,11.34,39.15,6.86
2022-06-09,Bajhang,29.72,81.25,0.02,19.94,26.06,14.32,40.38,7.5
2022-06-10,Bajhang,29.72,81.25,0.32,18.3,23.3,14.57,50.09,8.62
2022-06-11,Bajhang,29.72,81.25,4.48,18.2,23.87,12.58,55.91,9.35
2022-06-12,Bajhang,29.72,81.25,1.52,18.68,23.97,13.02,50.84,8.85
2022-06-13,Bajhang,29.72,81.25,0.03,19.97,26.2,14.07,44.95,8.38
2022-06-14,Bajhang,29.72,81.25,0.09,19.95,26.42,14.9,50.08,9.39
2022-06-15,Bajhang,29.72,81.25,0.09,19.61,25.59,14.26,57.52,10.48
2022-06-16,Bajhang,29.72,81.25,0.8,18.24,24.4,14.0,66.96,11.25
2022-06-17,Bajhang,29.72,81.25,0.44,17.55,23.46,12.54,70.1,11.32
2022-06-18,Bajhang,29.72,81.25,0.36,17.71,24.52,12.36,68.27,10.92
2022-06-19,Bajhang,29.72,81.25,0.44,17.29,22.68,12.13,63.74,9.94
2022-06-20,Bajhang,29.72,81.25,3.15,15.5,21.12,11.41,71.42,10.12
2022-06-21,Bajhang,29.72,81.25,1.96,15.83,21.01,10.28,68.83,9.97
2022-06-22,Bajhang,29.72,81.25,4.22,17.87,24.47,12.22,64.71,10.5
2022-06-23,Bajhang,29.72,81.25,2.12,18.63,25.36,12.07,58.52,9.93
2022-06-24,Bajhang,29.72,81.25,0.13,19.44,25.46,13.2,62.21,11.28
2022-06-25,Bajhang,29.72,81.25,1.51,19.18,25.41,14.6,70.23,12.56
2022-06-26,Bajhang,29.72,81.25,2.65,18.97,25.16,13.61,76.3,13.48
2022-06-27,Bajhang,29.72,81.25,3.07,18.06,22.48,14.77,81.89,13.87
2022-06-28,Bajhang,29.72,81.25,4.23,18.94,24.23,15.68,83.17,14.93
2022-06-29,Bajhang,29.72,81.25,2.55,19.09,24.74,15.51,83.55,15.17
2022-06-30,Bajhang,29.72,81.25,3.54,15.63,19.31,12.32,81.98,12.07
2022-07-01,Bajhang,29.72,81.25,2.57,18.4,24.01,13.51,76.72,13.23
2022-07-02,Bajhang,29.72,81.25,5.52,18.01,22.88,14.79,81.68,13.88
2022-07-03,Bajhang,29.72,81.25,1.92,18.04,20.99,15.28,85.13,14.55
2022-07-04,Bajhang,29.72,81.25,3.36,19.43,24.31,15.08,80.05,14.67
2022-07-05,Bajhang,29.72,81.25,2.34,19.42,24.92,16.06,81.27,14.99
2022-07-06,Bajhang,29.72,81.25,1.81,18.77,23.35,14.97,81.43,14.44
2022-07-07,Bajhang,29.72,81.25,1.02,19.94,25.27,15.24,73.48,13.78
2022-07-08,Bajhang,29.72,81.25,4.29,19.46,24.69,16.21,81.99,15.14
2022-07-09,Bajhang,29.72,81.25,11.55,16.76,18.28,14.7,86.07,13.71
2022-07-10,Bajhang,29.72,81.25,6.8,17.86,22.1,14.54,80.93,13.65
2022-07-11,Bajhang,29.72,81.25,3.53,18.12,22.76,13.93,80.34,13.6
2022-07-12,Bajhang,29.72,81.25,3.17,17.84,21.71,14.95,83.62,14.02
2022-07-13,Bajhang,29.72,81.25,4.26,18.13,22.62,14.76,82.63,14.13
2022-07-14,Bajhang,29.72,81.25,3.19,17.56,21.68,14.07,79.53,13.09
2022-07-15,Bajhang,29.72,81.25,1.42,18.14,23.14,14.31,73.02,12.46
2022-07-16,Bajhang,29.72,81.25,1.12,19.04,25.04,12.31,72.22,12.65
2022-07-17,Bajhang,29.72,81.25,0.1,19.96,26.16,14.19,72.18,13.39
2022-07-18,Bajhang,29.72,81.25,0.35,19.41,25.09,14.79,79.94,14.64
2022-07-19,Bajhang,29.72,81.25,3.27,18.42,22.79,15.6,84.42,14.74
2022-07-20,Bajhang,29.72,81.25,20.73,16.74,19.66,14.65,89.28,14.19
2022-07-21,Bajhang,29.72,81.25,1.73,17.73,21.58,14.79,85.06,14.19
2022-07-22,Bajhang,29.72,81.25,12.43,17.85,22.74,15.04,86.96,14.62
2022-07-23,Bajhang,29.72,81.25,2.65,18.26,23.11,14.76,81.71,14.1
2022-07-24,Bajhang,29.72,81.25,5.81,17.88,23.05,13.35,79.27,13.24
2022-07-25,Bajhang,29.72,81.25,7.32,17.23,22.06,13.33,82.04,13.17
2022-07-26,Bajhang,29.72,81.25,8.81,17.24,21.67,13.38,83.36,13.42
2022-07-27,Bajhang,29.72,81.25,3.56,15.61,17.84,13.49,89.95,13.22
2022-07-28,Bajhang,29.72,81.25,6.91,17.06,21.99,13.33,82.82,13.23
2022-07-29,Bajhang,29.72,81.25,9.95,17.39,21.48,14.7,89.06,14.64
2022-07-30,Bajhang,29.72,81.25,5.03,16.94,19.85,14.83,91.92,14.82
2022-07-31,Bajhang,29.72,81.25,0.92,16.61,19.37,13.92,89.74,14.17
2022-08-01,Bajhang,29.72,81.25,2.02,17.86,22.08,14.91,88.18,15.02
2022-08-02,Bajhang,29.72,81.25,3.66,17.6,21.92,14.28,88.59,14.84
2022-08-03,Bajhang,29.72,81.25,9.54,17.01,19.88,15.1,91.9,14.84
2022-08-04,Bajhang,29.72,81.25,4.89,17.18,21.45,14.74,87.91,14.21
2022-08-05,Bajhang,29.72,81.25,2.3,17.41,21.84,13.82,85.63,14.0
2022-08-06,Bajhang,29.72,81.25,1.37,17.14,20.76,14.27,88.4,14.33
2022-08-07,Bajhang,29.72,81.25,4.81,16.05,19.8,12.86,81.92,12.37
2022-08-08,Bajhang,29.72,81.25,3.23,18.94,24.3,14.32,78.91,14.23
2022-08-09,Bajhang,29.72,81.25,5.01,19.2,24.74,14.64,78.74,14.18
2022-08-10,Bajhang,29.72,81.25,14.02,17.76,21.73,15.15,89.02,15.01
2022-08-11,Bajhang,29.72,81.25,9.3,17.8,22.6,13.76,82.38,13.75
2022-08-12,Bajhang,29.72,81.25,5.28,18.81,23.79,14.97,79.73,14.2
2022-08-13,Bajhang,29.72,81.25,6.67,18.5,23.38,13.81,84.36,14.76
2022-08-14,Bajhang,29.72,81.25,18.39,16.34,18.1,14.78,89.5,13.82
2022-08-15,Bajhang,29.72,81.25,2.77,17.06,22.14,13.67,83.31,13.28
2022-08-16,Bajhang,29.72,81.25,0.11,18.14,23.42,13.44,79.57,13.49
2022-08-17,Bajhang,29.72,81.25,0.22,17.97,22.59,14.2,85.87,14.56
2022-08-18,Bajhang,29.72,81.25,0.45,17.94,22.03,14.83,88.12,15.05
2022-08-19,Bajhang,29.72,81.25,5.97,15.99,18.36,14.27,86.25,13.1
2022-08-20,Bajhang,29.72,81.25,4.89,16.35,20.45,13.72,84.57,13.03
2022-08-21,Bajhang,29.72,81.25,3.98,17.4,21.69,13.89,82.93,13.65
2022-08-22,Bajhang,29.72,81.25,1.06,17.9,22.44,14.75,86.07,14.54
2022-08-23,Bajhang,29.72,81.25,5.7,18.12,22.84,13.91,81.95,13.85
2022-08-24,Bajhang,29.72,81.25,7.77,17.69,22.86,14.14,83.74,13.84
2022-08-25,Bajhang,29.72,81.25,2.81,17.97,21.84,15.4,87.77,14.92
2022-08-26,Bajhang,29.72,81.25,0.11,18.31,23.04,14.44,85.58,14.85
2022-08-27,Bajhang,29.72,81.25,0.71,18.27,23.11,14.55,87.18,15.12
2022-08-28,Bajhang,29.72,81.25,6.12,16.92,20.19,14.42,91.2,14.6
2022-08-29,Bajhang,29.72,81.25,4.75,16.73,21.04,13.72,90.03,14.21
2022-08-30,Bajhang,29.72,81.25,0.61,17.37,22.14,13.66,87.27,14.3
2022-08-31,Bajhang,29.72,81.25,3.43,17.5,22.14,14.29,89.73,14.86
2022-09-01,Bajhang,29.72,81.25,5.3,16.99,20.78,14.4,92.07,14.79
2022-09-02,Bajhang,29.72,81.25,3.55,16.92,20.73,14.35,89.25,14.2
2022-09-03,Bajhang,29.72,81.25,0.59,16.62,21.58,13.75,88.83,13.92
2022-09-04,Bajhang,29.72,81.25,1.98,16.24,20.98,13.27,86.94,13.19
2022-09-05,Bajhang,29.72,81.25,1.22,15.5,20.19,11.99,82.77,11.89
2022-09-06,Bajhang,29.72,81.25,0.96,16.38,22.03,11.69,78.17,11.86
2022-09-07,Bajhang,29.72,81.25,1.71,16.97,22.43,12.53,81.89,12.94
2022-09-08,Bajhang,29.72,81.25,1.24,17.14,21.87,13.27,86.18,13.81
2022-09-09,Bajhang,29.72,81.25,0.79,17.28,21.81,13.65,86.98,14.17
2022-09-10,Bajhang,29.72,81.25,4.41,15.65,20.45,13.27,88.75,13.0
2022-09-11,Bajhang,29.72,81.25,5.94,15.94,20.12,12.69,88.2,13.14
2022-09-12,Bajhang,29.72,81.25,6.14,16.23,20.51,12.77,88.61,13.5
2022-09-13,Bajhang,29.72,81.25,1.46,15.87,20.56,12.41,85.29,12.65
2022-09-14,Bajhang,29.72,81.25,9.5,15.96,19.91,12.78,85.07,12.71
2022-09-15,Bajhang,29.72,81.25,16.3,14.94,17.19,12.72,89.02,12.54
2022-09-16,Bajhang,29.72,81.25,29.95,14.66,17.92,12.42,89.26,12.42
2022-09-17,Bajhang,29.72,81.25,20.08,14.17,18.59,11.38,88.27,11.85
2022-09-18,Bajhang,29.72,81.25,4.2,14.8,18.31,11.46,87.41,12.21
2022-09-19,Bajhang,29.72,81.25,2.55,15.88,20.0,13.3,85.54,12.73
2022-09-20,Bajhang,29.72,81.25,4.93,15.6,19.61,12.86,87.2,12.79
2022-09-21,Bajhang,29.72,81.25,3.4,15.75,19.7,13.01,83.75,12.39
2022-09-22,Bajhang,29.72,81.25,0.36,15.53,19.36,12.77,83.75,12.2
2022-09-23,Bajhang,29.72,81.25,4.58,15.05,17.77,13.11,88.95,12.66
2022-09-24,Bajhang,29.72,81.25,7.26,15.12,18.4,13.42,91.74,13.1
2022-09-25,Bajhang,29.72,81.25,26.46,13.87,15.49,11.96,94.31,12.46
2022-09-26,Bajhang,29.72,81.25,0.21,13.99,16.83,10.9,87.43,11.56
2022-09-27,Bajhang,29.72,81.25,0.0,14.93,20.14,10.62,82.81,11.49
2022-09-28,Bajhang,29.72,81.25,0.0,14.15,19.96,9.2,78.1,10.1
2022-09-29,Bajhang,29.72,81.25,0.0,13.55,18.96,9.7,77.8,9.87
2022-09-30,Bajhang,29.72,81.25,0.28,13.48,19.13,8.71,80.01,10.06
2022-10-01,Bajhang,29.72,81.25,2.32,13.35,19.51,8.52,79.6,9.95
2022-10-02,Bajhang,29.72,81.25,0.66,13.95,19.43,9.58,75.09,9.83
2022-10-03,Bajhang,29.72,81.25,0.05,14.66,20.83,8.86,75.03,10.16
2022-10-04,Bajhang,29.72,81.25,5.77,15.02,20.17,11.23,79.34,11.14
2022-10-05,Bajhang,29.72,81.25,7.74,13.76,17.44,10.89,90.0,11.71
2022-10-06,Bajhang,29.72,81.25,58.28,12.5,15.23,10.29,91.78,11.0
2022-10-07,Bajhang,29.72,81.25,29.17,11.68,14.14,9.4,96.3,11.02
2022-10-08,Bajhang,29.72,81.25,41.05,11.23,13.63,9.62,90.97,10.02
2022-10-09,Bajhang,29.72,81.25,36.96,10.41,12.59,8.95,92.62,9.66
2022-10-10,Bajhang,29.72,81.25,10.7,11.28,14.63,8.36,87.72,9.71
2022-10-11,Bajhang,29.72,81.25,1.99,11.46,15.05,8.27,87.04,9.8
2022-10-12,Bajhang,29.72,81.25,1.02,11.2,15.9,7.94,86.18,9.37
2022-10-13,Bajhang,29.72,81.25,0.03,10.43,15.62,6.65,80.61,8.3
2022-10-14,Bajhang,29.72,81.25,0.0,11.0,16.16,6.53,79.63,8.66
2022-10-15,Bajhang,29.72,81.25,0.0,11.8,16.54,8.36,86.82,9.96
2022-10-16,Bajhang,29.72,81.25,0.0,11.62,16.01,7.61,86.33,9.67
2022-10-17,Bajhang,29.72,81.25,0.0,11.33,17.24,6.49,79.85,8.75
2022-10-18,Bajhang,29.72,81.25,0.01,10.1,13.63,7.58,86.47,8.77
2022-10-19,Bajhang,29.72,81.25,0.08,8.8,12.34,6.35,85.79,7.93
2022-10-20,Bajhang,29.72,81.25,0.21,8.71,13.07,5.67,81.33,7.46
