Date,District,Latitude,Longitude,Precip,Temp_2m,MaxTemp_2m,MinTemp_2m,RH_2m,Humidity_2m
2022-01-01,Arghakhanchi,27.95,83.22,0.0,11.46,16.46,7.92,55.92,5.26
2022-01-02,Arghakhanchi,27.95,83.22,0.0,11.29,16.45,7.65,50.85,4.73
2022-01-03,Arghakhanchi,27.95,83.22,0.0,12.28,17.53,8.61,52.38,5.24
2022-01-04,Arghakhanchi,27.95,83.22,0.0,12.42,18.15,9.28,55.17,5.52
2022-01-05,Arghakhanchi,27.95,83.22,1.21,12.0,16.82,9.58,65.78,6.47
2022-01-06,Arghakhanchi,27.95,83.22,4.22,10.95,15.9,7.91,83.61,7.66
2022-01-07,Arghakhanchi,27.95,83.22,0.57,12.34,16.98,9.89,70.37,7.04
2022-01-08,Arghakhanchi,27.95,83.22,0.87,12.96,17.57,9.57,66.89,7.01
2022-01-09,Arghakhanchi,27.95,83.22,0.08,12.9,18.81,9.64,57.97,6.05
2022-01-10,Arghakhanchi,27.95,83.22,0.01,13.31,17.19,9.96,64.02,6.89
2022-01-11,Arghakhanchi,27.95,83.22,0.06,12.89,17.58,9.53,66.87,6.96
2022-01-12,Arghakhanchi,27.95,83.22,5.3,11.32,15.27,6.93,74.41,6.96
2022-01-13,Arghakhanchi,27.95,83.22,0.37,10.45,16.34,7.07,70.84,6.21
2022-01-14,Arghakhanchi,27.95,83.22,0.0,10.98,16.09,7.98,63.72,5.87
2022-01-15,Arghakhanchi,27.95,83.22,0.0,10.17,15.66,6.57,69.69,6.02
2022-01-16,Arghakhanchi,27.95,83.22,0.0,10.95,17.58,5.94,49.64,4.49
2022-01-17,Arghakhanchi,27.95,83.22,0.0,11.49,16.45,9.16,54.28,5.14
2022-01-18,Arghakhanchi,27.95,83.22,0.0,11.73,16.31,8.04,60.86,5.83
2022-01-19,Arghakhanchi,27.95,83.22,0.0,10.45,15.77,7.2,70.45,6.25
2022-01-20,Arghakhanchi,27.95,83.22,0.16,10.37,14.28,7.67,76.78,6.8
2022-01-21,Arghakhanchi,27.95,83.22,0.06,10.08,15.6,6.51,72.49,6.17
2022-01-22,Arghakhanchi,27.95,83.22,0.35,9.1,13.71,5.36,72.04,5.81
2022-01-23,Arghakhanchi,27.95,83.22,6.86,8.63,12.67,5.48,85.98,6.82
2022-01-24,Arghakhanchi,27.95,83.22,2.9,9.17,13.03,6.68,83.98,6.87
2022-01-25,Arghakhanchi,27.95,83.22,0.21,9.95,14.69,6.76,68.18,5.83
2022-01-26,Arghakhanchi,27.95,83.22,0.95,8.56,12.34,6.49,80.67,6.3
2022-01-27,Arghakhanchi,27.95,83.22,0.0,8.34,14.16,4.5,77.92,5.9
2022-01-28,Arghakhanchi,27.95,83.22,0.0,8.53,14.46,4.89,68.22,5.26
2022-01-29,Arghakhanchi,27.95,83.22,0.0,9.55,15.82,5.65,63.06,5.25
2022-01-30,Arghakhanchi,27.95,83.22,0.0,10.61,17.55,6.42,63.62,5.67
2022-01-31,Arghakhanchi,27.95,83.22,0.0,10.84,16.7,7.45,65.39,5.93
2022-02-01,Arghakhanchi,27.95,83.22,0.0,9.66,15.61,6.1,67.15,5.62
2022-02-02,Arghakhanchi,27.95,83.22,0.02,10.39,15.88,6.24,60.68,5.35
2022-02-03,Arghakhanchi,27.95,83.22,20.62,10.97,16.37,7.72,66.79,6.1
2022-02-04,Arghakhanchi,27.95,83.22,18.39,8.08,11.76,4.3,87.88,6.74
2022-02-05,Arghakhanchi,27.95,83.22,0.44,8.14,14.4,3.82,67.79,5.13
2022-02-06,Arghakhanchi,27.95,83.22,0.0,9.94,15.9,6.5,58.44,5.02
2022-02-07,Arghakhanchi,27.95,83.22,0.01,10.62,16.31,7.47,67.39,6.03
2022-02-08,Arghakhanchi,27.95,83.22,0.78,10.9,16.19,7.92,70.33,6.41
2022-02-09,Arghakhanchi,27.95,83.22,1.24,10.83,14.56,7.48,70.53,6.46
2022-02-10,Arghakhanchi,27.95,83.22,0.5,10.69,16.4,5.87,78.62,7.01
2022-02-11,Arghakhanchi,27.95,83.22,0.01,10.07,16.14,5.3,66.17,5.63
2022-02-12,Arghakhanchi,27.95,83.22,0.0,12.1,18.67,7.8,49.78,4.93
2022-02-13,Arghakhanchi,27.95,83.22,0.0,11.66,16.62,7.87,67.32,6.53
2022-02-14,Arghakhanchi,27.95,83.22,0.0,12.65,17.81,9.59,63.98,6.59
2022-02-15,Arghakhanchi,27.95,83.22,0.0,13.06,18.15,9.35,67.67,7.11
2022-02-16,Arghakhanchi,27.95,83.22,0.0,12.71,18.36,8.18,63.61,6.49
2022-02-17,Arghakhanchi,27.95,83.22,0.0,12.21,18.53,8.14,61.27,6.06
2022-02-18,Arghakhanchi,27.95,83.22,0.01,13.06,19.47,8.44,54.26,5.65
2022-02-19,Arghakhanchi,27.95,83.22,0.98,12.46,19.25,6.97,54.51,5.37
2022-02-20,Arghakhanchi,27.95,83.22,3.0,10.14,16.01,6.36,63.97,5.54
2022-02-21,Arghakhanchi,27.95,83.22,0.03,11.07,16.92,6.43,62.01,5.74
2022-02-22,Arghakhanchi,27.95,83.22,0.0,12.9,18.5,9.21,60.07,6.27
2022-02-23,Arghakhanchi,27.95,83.22,0.42,14.08,20.36,9.21,58.9,6.54
2022-02-24,Arghakhanchi,27.95,83.22,0.19,14.76,20.4,10.2,55.55,6.46
2022-02-25,Arghakhanchi,27.95,83.22,1.01,13.95,18.32,10.74,61.92,6.84
2022-02-26,Arghakhanchi,27.95,83.22,0.93,13.28,18.77,8.13,55.35,5.85
2022-02-27,Arghakhanchi,27.95,83.22,0.25,13.96,20.81,8.16,59.45,6.51
2022-02-28,Arghakhanchi,27.95,83.22,0.0,14.75,22.02,9.83,47.73,5.51
2022-03-01,Arghakhanchi,27.95,83.22,0.08,15.62,21.48,11.41,48.07,6.02
2022-03-02,Arghakhanchi,27.95,83.22,0.4,15.76,21.68,12.01,49.29,6.11
2022-03-03,Arghakhanchi,27.95,83.22,0.06,16.16,23.58,11.07,46.24,5.74
2022-03-04,Arghakhanchi,27.95,83.22,0.43,15.14,23.07,8.49,52.41,6.01
2022-03-05,Arghakhanchi,27.95,83.22,0.0,16.52,23.72,11.37,49.2,6.45
2022-03-06,Arghakhanchi,27.95,83.22,0.0,18.55,24.2,14.9,44.82,6.69
2022-03-07,Arghakhanchi,27.95,83.22,0.0,18.3,24.19,14.46,52.77,7.74
2022-03-08,Arghakhanchi,27.95,83.22,0.0,18.97,26.18,14.15,51.26,7.66
2022-03-09,Arghakhanchi,27.95,83.22,0.0,19.62,26.13,15.29,44.39,7.01
2022-03-10,Arghakhanchi,27.95,83.22,0.0,19.35,26.21,14.38,44.65,6.86
2022-03-11,Arghakhanchi,27.95,83.22,0.0,18.81,26.14,13.35,47.16,6.95
2022-03-12,Arghakhanchi,27.95,83.22,0.0,19.46,26.4,14.96,50.03,7.79
2022-03-13,Arghakhanchi,27.95,83.22,0.0,19.9,26.17,15.53,53.56,8.61
2022-03-14,Arghakhanchi,27.95,83.22,0.0,21.12,27.12,16.8,52.44,9.19
2022-03-15,Arghakhanchi,27.95,83.22,0.0,22.1,28.33,18.26,53.17,9.83
2022-03-16,Arghakhanchi,27.95,83.22,0.01,22.18,27.48,17.99,55.29,10.39
2022-03-17,Arghakhanchi,27.95,83.22,0.0,22.48,28.07,17.98,54.66,10.39
2022-03-18,Arghakhanchi,27.95,83.22,0.0,23.43,29.37,19.37,50.51,10.08
2022-03-19,Arghakhanchi,27.95,83.22,0.0,23.92,30.42,19.19,49.54,10.16
2022-03-20,Arghakhanchi,27.95,83.22,0.0,22.92,29.27,18.91,47.89,9.25
2022-03-21,Arghakhanchi,27.95,83.22,0.0,22.66,29.98,17.13,42.49,7.79
2022-03-22,Arghakhanchi,27.95,83.22,0.56,22.48,29.28,17.98,41.34,7.73
2022-03-23,Arghakhanchi,27.95,83.22,2.2,21.38,27.88,15.32,48.24,8.39
2022-03-24,Arghakhanchi,27.95,83.22,0.33,21.58,29.36,15.92,42.04,7.19
2022-03-25,Arghakhanchi,27.95,83.22,0.0,20.5,28.27,13.66,41.32,6.56
2022-03-26,Arghakhanchi,27.95,83.22,0.0,20.74,28.68,13.53,40.64,6.49
2022-03-27,Arghakhanchi,27.95,83.22,0.0,22.81,29.9,17.46,34.19,6.43
2022-03-28,Arghakhanchi,27.95,83.22,0.0,23.1,29.77,18.35,32.85,6.34
2022-03-29,Arghakhanchi,27.95,83.22,0.0,22.72,29.6,16.01,34.63,6.48
2022-03-30,Arghakhanchi,27.95,83.22,1.0,22.41,29.43,15.95,38.18,7.0
2022-03-31,Arghakhanchi,27.95,83.22,0.01,22.92,30.32,17.36,34.96,6.59
2022-04-01,Arghakhanchi,27.95,83.22,0.01,23.67,30.26,17.19,33.03,6.62
2022-04-02,Arghakhanchi,27.95,83.22,1.3,24.3,30.31,19.76,37.35,7.8
2022-04-03,Arghakhanchi,27.95,83.22,1.08,23.07,29.84,18.29,41.03,7.92
2022-04-04,Arghakhanchi,27.95,83.22,0.11,23.84,32.3,17.37,28.54,5.42
2022-04-05,Arghakhanchi,27.95,83.22,0.0,24.1,32.42,17.4,28.12,5.5
2022-04-06,Arghakhanchi,27.95,83.22,0.03,24.77,32.68,17.9,27.47,5.61
2022-04-07,Arghakhanchi,27.95,83.22,1.96,24.37,31.17,16.99,28.31,5.72
2022-04-08,Arghakhanchi,27.95,83.22,2.15,23.87,30.5,17.37,32.5,6.58
2022-04-09,Arghakhanchi,27.95,83.22,0.79,24.0,30.86,17.79,36.25,7.25
2022-04-10,Arghakhanchi,27.95,83.22,1.45,24.05,31.11,17.64,37.33,7.49
2022-04-11,Arghakhanchi,27.95,83.22,1.37,24.8,31.69,18.94,34.73,7.26
2022-04-12,Arghakhanchi,27.95,83.22,0.02,24.61,31.16,19.4,35.11,7.37
2022-04-13,Arghakhanchi,27.95,83.22,0.73,25.49,32.32,20.18,32.83,7.21
2022-04-14,Arghakhanchi,27.95,83.22,5.35,24.39,32.41,18.08,36.71,7.25
2022-04-15,Arghakhanchi,27.95,83.22,0.07,23.12,31.7,15.54,32.33,5.61
2022-04-16,Arghakhanchi,27.95,83.22,0.26,23.2,31.27,16.03,30.88,5.69
2022-04-17,Arghakhanchi,27.95,83.22,0.0,23.89,31.91,16.24,29.06,5.49
2022-04-18,Arghakhanchi,27.95,83.22,0.06,25.95,34.55,18.51,27.01,5.79
2022-04-19,Arghakhanchi,27.95,83.22,2.14,25.54,31.85,18.66,30.73,6.84
2022-04-20,Arghakhanchi,27.95,83.22,0.4,25.14,32.69,18.77,34.88,7.34
2022-04-21,Arghakhanchi,27.95,83.22,0.87,22.94,28.64,17.39,50.71,9.85
2022-04-22,Arghakhanchi,27.95,83.22,2.09,24.39,31.16,19.3,42.04,8.62
2022-04-23,Arghakhanchi,27.95,83.22,0.02,24.21,32.45,18.14,30.94,5.93
2022-04-24,Arghakhanchi,27.95,83.22,0.0,24.29,32.44,17.5,26.02,5.04
2022-04-25,Arghakhanchi,27.95,83.22,0.0,25.19,33.34,18.42,25.76,5.38
2022-04-26,Arghakhanchi,27.95,83.22,0.01,25.76,34.05,18.61,28.2,6.2
2022-04-27,Arghakhanchi,27.95,83.22,0.01,25.6,33.02,18.97,28.23,6.14
2022-04-28,Arghakhanchi,27.95,83.22,0.01,26.17,33.07,19.67,29.23,6.57
2022-04-29,Arghakhanchi,27.95,83.22,0.43,26.69,33.68,19.89,29.78,6.95
2022-04-30,Arghakhanchi,27.95,83.22,2.77,25.73,33.02,20.09,37.41,8.3
2022-05-01,Arghakhanchi,27.95,83.22,1.43,25.05,31.96,18.53,41.09,8.91
2022-05-02,Arghakhanchi,27.95,83.22,1.62,23.07,27.31,19.3,53.93,10.68
2022-05-03,Arghakhanchi,27.95,83.22,0.42,23.96,29.56,18.86,58.48,12.06
2022-05-04,Arghakhanchi,27.95,83.22,9.35,23.71,29.39,19.16,63.71,12.92
2022-05-05,Arghakhanchi,27.95,83.22,16.1,22.6,28.4,16.97,63.68,12.02
2022-05-06,Arghakhanchi,27.95,83.22,3.85,22.44,27.17,18.4,64.98,12.3
2022-05-07,Arghakhanchi,27.95,83.22,4.8,22.93,28.02,18.33,64.33,12.44
2022-05-08,Arghakhanchi,27.95,83.22,2.39,23.38,28.26,18.54,61.3,12.27
2022-05-09,Arghakhanchi,27.95,83.22,0.12,23.87,28.32,19.51,61.62,12.68
2022-05-10,Arghakhanchi,27.95,83.22,1.53,24.36,29.17,20.14,59.61,12.63
2022-05-11,Arghakhanchi,27.95,83.22,2.62,25.29,30.29,20.81,57.51,12.94
2022-05-12,Arghakhanchi,27.95,83.22,23.68,24.79,28.22,22.52,64.24,14.23
2022-05-13,Arghakhanchi,27.95,83.22,1.42,26.33,32.28,21.27,54.19,12.76
2022-05-14,Arghakhanchi,27.95,83.22,0.16,26.95,33.22,21.11,43.47,10.46
2022-05-15,Arghakhanchi,27.95,83.22,0.68,26.72,33.29,20.23,41.7,9.9
2022-05-16,Arghakhanchi,27.95,83.22,6.26,27.05,33.32,20.54,42.9,10.35
2022-05-17,Arghakhanchi,27.95,83.22,1.8,26.91,32.9,22.1,42.09,10.28
2022-05-18,Arghakhanchi,27.95,83.22,0.74,26.18,32.82,19.49,39.91,9.05
2022-05-19,Arghakhanchi,27.95,83.22,0.61,26.66,32.71,20.22,39.21,9.38
2022-05-20,Arghakhanchi,27.95,83.22,2.36,27.01,33.78,20.47,41.57,10.06
2022-05-21,Arghakhanchi,27.95,83.22,4.94,26.6,33.24,20.78,38.41,9.03
2022-05-22,Arghakhanchi,27.95,83.22,15.2,24.94,30.26,20.3,42.42,9.36
2022-05-23,Arghakhanchi,27.95,83.22,3.92,24.22,28.76,20.56,44.46,9.44
2022-05-24,Arghakhanchi,27.95,83.22,2.67,23.66,29.41,18.4,50.92,10.27
2022-05-25,Arghakhanchi,27.95,83.22,5.25,24.29,28.44,20.49,51.04,10.83
2022-05-26,Arghakhanchi,27.95,83.22,0.22,24.3,28.94,18.91,47.28,9.91
2022-05-27,Arghakhanchi,27.95,83.22,1.12,25.28,29.89,20.92,45.33,10.25
2022-05-28,Arghakhanchi,27.95,83.22,1.22,25.19,28.47,21.94,51.77,11.72
2022-05-29,Arghakhanchi,27.95,83.22,2.04,26.31,31.85,21.44,50.8,12.01
2022-05-30,Arghakhanchi,27.95,83.22,2.98,26.34,31.81,21.62,48.59,11.55
2022-05-31,Arghakhanchi,27.95,83.22,3.27,26.55,32.35,21.41,41.2,9.81
2022-06-01,Arghakhanchi,27.95,83.22,9.53,27.2,33.06,22.08,41.68,10.22
2022-06-02,Arghakhanchi,27.95,83.22,3.96,26.11,32.46,20.0,45.82,10.49
2022-06-03,Arghakhanchi,27.95,83.22,0.4,26.87,32.82,20.54,41.94,10.11
2022-06-04,Arghakhanchi,27.95,83.22,0.07,27.81,33.66,22.07,35.83,9.18
2022-06-05,Arghakhanchi,27.95,83.22,0.03,26.96,34.09,19.44,35.53,8.5
2022-06-06,Arghakhanchi,27.95,83.22,8.52,26.52,32.69,20.83,45.9,10.8
2022-06-07,Arghakhanchi,27.95,83.22,7.05,27.21,33.69,21.78,45.98,11.16
2022-06-08,Arghakhanchi,27.95,83.22,9.58,26.85,32.84,21.82,48.16,11.61
2022-06-09,Arghakhanchi,27.95,83.22,2.42,27.54,33.95,21.7,43.56,10.83
2022-06-10,Arghakhanchi,27.95,83.22,0.4,28.2,33.8,22.99,37.62,9.98
2022-06-11,Arghakhanchi,27.95,83.22,9.96,27.42,33.09,22.77,46.14,11.67
2022-06-12,Arghakhanchi,27.95,83.22,7.3,26.78,31.94,22.06,51.61,12.57
2022-06-13,Arghakhanchi,27.95,83.22,0.08,27.4,32.82,22.04,46.41,11.66
2022-06-14,Arghakhanchi,27.95,83.22,3.3,27.97,32.95,23.53,47.28,12.37
2022-06-15,Arghakhanchi,27.95,83.22,2.58,28.46,32.83,23.96,51.55,14.02
2022-06-16,Arghakhanchi,27.95,83.22,21.83,27.27,31.66,23.31,63.37,16.1
2022-06-17,Arghakhanchi,27.95,83.22,11.83,25.84,31.2,20.57,69.47,15.97
2022-06-18,Arghakhanchi,27.95,83.22,4.11,26.26,30.62,22.65,62.68,14.93
2022-06-19,Arghakhanchi,27.95,83.22,0.25,25.36,30.24,20.28,60.48,13.46
2022-06-20,Arghakhanchi,27.95,83.22,4.68,25.14,30.41,21.18,59.14,13.09
2022-06-21,Arghakhanchi,27.95,83.22,7.2,24.15,28.57,20.37,68.06,14.42
2022-06-22,Arghakhanchi,27.95,83.22,3.65,25.3,29.94,21.28,66.22,14.94
2022-06-23,Arghakhanchi,27.95,83.22,1.9,25.84,30.34,21.7,67.19,15.69
2022-06-24,Arghakhanchi,27.95,83.22,7.8,25.96,30.66,21.88,69.52,16.34
2022-06-25,Arghakhanchi,27.95,83.22,17.6,24.59,29.33,21.74,81.53,17.81
2022-06-26,Arghakhanchi,27.95,83.22,8.21,23.83,27.41,21.34,81.36,16.92
2022-06-27,Arghakhanchi,27.95,83.22,9.09,23.0,25.52,20.7,83.88,16.72
2022-06-28,Arghakhanchi,27.95,83.22,25.91,23.09,26.17,20.71,86.54,17.46
2022-06-29,Arghakhanchi,27.95,83.22,5.96,22.43,24.7,20.53,94.32,18.37
2022-06-30,Arghakhanchi,27.95,83.22,2.62,21.85,24.42,19.54,83.27,15.5
2022-07-01,Arghakhanchi,27.95,83.22,3.24,24.64,29.42,20.4,74.16,16.25
2022-07-02,Arghakhanchi,27.95,83.22,10.58,24.3,28.45,21.22,83.43,18.02
2022-07-03,Arghakhanchi,27.95,83.22,0.41,23.56,26.18,21.42,83.33,17.24
2022-07-04,Arghakhanchi,27.95,83.22,7.98,25.15,29.8,21.32,77.04,17.43
2022-07-05,Arghakhanchi,27.95,83.22,3.22,25.24,29.51,21.18,77.96,17.54
2022-07-06,Arghakhanchi,27.95,83.22,2.12,25.4,30.33,21.92,75.84,17.22
2022-07-07,Arghakhanchi,27.95,83.22,4.21,25.26,29.62,21.74,79.12,17.95
2022-07-08,Arghakhanchi,27.95,83.22,12.69,25.39,29.46,22.46,79.67,18.21
2022-07-09,Arghakhanchi,27.95,83.22,17.42,23.79,27.66,21.1,84.79,17.67
2022-07-10,Arghakhanchi,27.95,83.22,2.35,24.88,29.61,20.71,75.49,16.56
2022-07-11,Arghakhanchi,27.95,83.22,1.91,25.1,29.51,21.13,76.0,17.15
2022-07-12,Arghakhanchi,27.95,83.22,2.07,25.05,29.08,21.77,79.2,17.71
2022-07-13,Arghakhanchi,27.95,83.22,2.34,24.39,27.73,21.82,81.09,17.61
2022-07-14,Arghakhanchi,27.95,83.22,2.31,24.82,28.01,21.97,74.43,16.65
2022-07-15,Arghakhanchi,27.95,83.22,0.07,25.17,28.81,21.4,71.25,16.1
2022-07-16,Arghakhanchi,27.95,83.22,0.55,25.29,29.49,21.4,72.46,16.52
2022-07-17,Arghakhanchi,27.95,83.22,0.06,25.77,30.57,21.78,72.53,16.9
2022-07-18,Arghakhanchi,27.95,83.22,0.41,24.94,29.79,20.61,77.01,16.98
2022-07-19,Arghakhanchi,27.95,83.22,2.33,24.57,28.43,21.62,79.48,17.35
2022-07-20,Arghakhanchi,27.95,83.22,40.4,23.07,25.15,21.33,90.6,18.3
2022-07-21,Arghakhanchi,27.95,83.22,17.46,22.64,25.15,20.63,90.66,17.77
2022-07-22,Arghakhanchi,27.95,83.22,23.24,22.89,25.95,20.52,89.08,17.65
2022-07-23,Arghakhanchi,27.95,83.22,6.75,23.63,27.32,20.49,87.39,18.1
2022-07-24,Arghakhanchi,27.95,83.22,6.18,23.57,27.52,20.45,81.45,16.74
2022-07-25,Arghakhanchi,27.95,83.22,5.69,22.22,25.45,19.54,85.91,16.26
2022-07-26,Arghakhanchi,27.95,83.22,14.87,22.3,25.39,19.48,88.7,16.9
2022-07-27,Arghakhanchi,27.95,83.22,11.98,21.83,24.02,19.84,90.27,16.76
2022-07-28,Arghakhanchi,27.95,83.22,4.52,23.31,26.88,19.76,80.99,16.35
2022-07-29,Arghakhanchi,27.95,83.22,2.06,22.89,25.4,20.94,90.65,17.95
2022-07-30,Arghakhanchi,27.95,83.22,10.49,22.73,26.44,20.57,88.62,17.34
2022-07-31,Arghakhanchi,27.95,83.22,28.95,23.08,26.43,20.31,89.76,18.04
2022-08-01,Arghakhanchi,27.95,83.22,68.15,23.05,25.77,20.98,93.61,18.89
2022-08-02,Arghakhanchi,27.95,83.22,27.0,22.76,25.13,21.06,94.8,18.79
2022-08-03,Arghakhanchi,27.95,83.22,11.97,23.11,27.22,19.53,85.13,17.06
2022-08-04,Arghakhanchi,27.95,83.22,12.79,23.28,26.6,20.56,87.5,17.79
2022-08-05,Arghakhanchi,27.95,83.22,3.73,23.47,26.81,20.78,85.87,17.65
2022-08-06,Arghakhanchi,27.95,83.22,12.06,22.67,25.51,20.33,86.66,16.95
2022-08-07,Arghakhanchi,27.95,83.22,8.71,23.06,25.94,20.5,87.33,17.62
2022-08-08,Arghakhanchi,27.95,83.22,4.6,24.44,27.65,21.37,84.24,18.48
2022-08-09,Arghakhanchi,27.95,83.22,4.86,24.61,28.74,21.63,81.65,18.02
2022-08-10,Arghakhanchi,27.95,83.22,12.13,23.56,26.94,21.11,86.67,17.94
2022-08-11,Arghakhanchi,27.95,83.22,1.67,23.19,26.82,19.89,83.73,17.0
2022-08-12,Arghakhanchi,27.95,83.22,2.05,23.06,26.93,19.22,86.73,17.49
2022-08-13,Arghakhanchi,27.95,83.22,2.72,23.98,27.57,20.32,86.44,18.4
2022-08-14,Arghakhanchi,27.95,83.22,10.33,23.03,25.24,21.17,86.65,17.39
2022-08-15,Arghakhanchi,27.95,83.22,2.38,22.96,26.12,20.0,86.01,17.11
2022-08-16,Arghakhanchi,27.95,83.22,0.04,22.96,26.83,19.54,88.08,17.49
2022-08-17,Arghakhanchi,27.95,83.22,4.08,23.41,27.29,20.09,88.49,18.1
2022-08-18,Arghakhanchi,27.95,83.22,7.86,23.51,27.42,20.48,89.65,18.53
2022-08-19,Arghakhanchi,27.95,83.22,16.05,24.36,28.71,21.08,82.22,17.82
2022-08-20,Arghakhanchi,27.95,83.22,5.02,24.06,28.19,20.97,81.76,17.34
2022-08-21,Arghakhanchi,27.95,83.22,1.46,22.91,25.66,20.37,88.46,17.59
2022-08-22,Arghakhanchi,27.95,83.22,0.53,23.17,27.53,19.2,85.45,17.27
2022-08-23,Arghakhanchi,27.95,83.22,12.85,23.25,26.79,20.52,88.24,17.93
2022-08-24,Arghakhanchi,27.95,83.22,19.88,23.62,27.09,20.58,82.57,17.07
2022-08-25,Arghakhanchi,27.95,83.22,1.57,23.94,27.39,21.43,86.71,18.34
2022-08-26,Arghakhanchi,27.95,83.22,6.15,23.45,27.02,20.54,90.51,18.58
2022-08-27,Arghakhanchi,27.95,83.22,21.65,23.67,27.24,21.01,91.78,19.17
2022-08-28,Arghakhanchi,27.95,83.22,34.86,23.17,25.88,21.55,92.88,18.79
2022-08-29,Arghakhanchi,27.95,83.22,11.17,22.59,25.15,20.88,93.79,18.26
2022-08-30,Arghakhanchi,27.95,83.22,4.13,22.97,26.67,20.08,91.15,18.12
2022-08-31,Arghakhanchi,27.95,83.22,33.38,22.8,26.19,20.37,93.62,18.52
2022-09-01,Arghakhanchi,27.95,83.22,33.04,22.69,25.09,21.33,95.64,18.79
2022-09-02,Arghakhanchi,27.95,83.22,8.59,22.4,24.97,20.36,94.58,18.23
2022-09-03,Arghakhanchi,27.95,83.22,8.0,22.39,26.39,19.44,90.4,17.44
2022-09-04,Arghakhanchi,27.95,83.22,17.58,22.98,27.12,19.73,84.63,16.86
2022-09-05,Arghakhanchi,27.95,83.22,5.9,22.75,26.17,20.44,87.61,17.23
2022-09-06,Arghakhanchi,27.95,83.22,14.27,23.08,26.76,20.45,87.57,17.55
2022-09-07,Arghakhanchi,27.95,83.22,10.55,22.56,26.01,20.22,91.59,17.78
2022-09-08,Arghakhanchi,27.95,83.22,0.62,22.37,25.48,20.41,91.54,17.52
2022-09-09,Arghakhanchi,27.95,83.22,1.06,21.14,22.97,19.75,92.34,16.41
2022-09-10,Arghakhanchi,27.95,83.22,5.22,21.73,25.05,19.66,86.99,16.04
2022-09-11,Arghakhanchi,27.95,83.22,2.46,22.51,25.72,20.01,88.06,17.07
2022-09-12,Arghakhanchi,27.95,83.22,7.79,21.69,24.7,19.42,90.17,16.65
2022-09-13,Arghakhanchi,27.95,83.22,2.07,21.22,24.67,18.36,88.87,15.9
2022-09-14,Arghakhanchi,27.95,83.22,43.06,21.33,24.81,18.61,88.94,16.04
2022-09-15,Arghakhanchi,27.95,83.22,53.45,21.09,22.5,19.93,94.98,16.93
2022-09-16,Arghakhanchi,27.95,83.22,37.71,20.93,22.39,19.5,96.57,17.15
2022-09-17,Arghakhanchi,27.95,83.22,35.6,21.88,24.98,19.53,88.11,16.49
2022-09-18,Arghakhanchi,27.95,83.22,9.34,21.55,23.86,19.73,90.58,16.6
2022-09-19,Arghakhanchi,27.95,83.22,3.5,22.62,25.98,19.42,86.67,16.93
2022-09-20,Arghakhanchi,27.95,83.22,4.8,22.17,24.36,20.6,86.63,16.44
2022-09-21,Arghakhanchi,27.95,83.22,5.12,22.51,24.87,21.0,88.87,17.31
2022-09-22,Arghakhanchi,27.95,83.22,1.8,22.57,25.76,20.36,93.05,18.11
2022-09-23,Arghakhanchi,27.95,83.22,14.58,22.26,25.24,20.23,91.76,17.57
2022-09-24,Arghakhanchi,27.95,83.22,13.88,22.15,25.57,19.32,91.72,17.39
2022-09-25,Arghakhanchi,27.95,83.22,5.03,21.5,24.14,19.84,91.54,16.66
2022-09-26,Arghakhanchi,27.95,83.22,4.55,21.3,24.55,18.8,89.81,16.16
2022-09-27,Arghakhanchi,27.95,83.22,2.98,21.37,24.87,18.71,89.84,16.27
2022-09-28,Arghakhanchi,27.95,83.22,0.03,21.45,25.21,18.25,88.41,16.04
2022-09-29,Arghakhanchi,27.95,83.22,0.04,21.73,25.41,18.99,84.39,15.56
2022-09-30,Arghakhanchi,27.95,83.22,0.0,21.19,25.3,18.03,80.61,14.34
2022-10-01,Arghakhanchi,27.95,83.22,0.16,21.43,24.43,18.84,78.25,14.23
2022-10-02,Arghakhanchi,27.95,83.22,0.2,22.48,26.87,18.86,77.0,14.79
2022-10-03,Arghakhanchi,27.95,83.22,0.82,23.41,27.17,20.5,76.29,15.56
2022-10-04,Arghakhanchi,27.95,83.22,11.2,21.16,23.84,18.7,91.43,16.3
2022-10-05,Arghakhanchi,27.95,83.22,98.55,19.76,22.53,17.62,92.13,15.05
2022-10-06,Arghakhanchi,27.95,83.22,63.93,19.32,21.59,17.6,92.39,14.68
2022-10-07,Arghakhanchi,27.95,83.22,50.57,19.88,22.17,17.96,92.83,15.31
2022-10-08,Arghakhanchi,27.95,83.22,10.36,21.01,23.26,19.11,85.26,15.03
2022-10-09,Arghakhanchi,27.95,83.22,28.64,21.57,24.41,18.84,81.12,14.72
2022-10-10,Arghakhanchi,27.95,83.22,19.42,19.15,20.49,17.63,86.94,13.63
2022-10-11,Arghakhanchi,27.95,83.22,1.56,19.05,21.13,17.19,91.24,14.25
2022-10-12,Arghakhanchi,27.95,83.22,0.41,20.08,23.67,17.78,85.16,14.13
2022-10-13,Arghakhanchi,27.95,83.22,0.01,19.51,23.25,17.15,83.5,13.36
2022-10-14,Arghakhanchi,27.95,83.22,0.02,19.07,22.42,16.59,83.49,13.04
2022-10-15,Arghakhanchi,27.95,83.22,0.0,19.07,23.03,16.2,88.01,13.72
2022-10-16,Arghakhanchi,27.95,83.22,0.0,19.32,22.59,17.27,88.37,13.97
2022-10-17,Arghakhanchi,27.95,83.22,0.0,19.07,22.53,16.8,88.26,13.73
